Datetime,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3,AQI,Date,Time
2022-12-11 20:00:00,447.27,0.08,4.03,14.48,2.35,5.42,11.33,2.6,1,2022-12-11,20:00:00
2022-12-11 21:00:00,433.92,0.07,3.51,14.48,2.18,5.12,11.02,2.5,1,2022-12-11,21:00:00
2022-12-11 22:00:00,427.25,0.06,3.38,14.84,2.09,5.03,10.73,2.47,1,2022-12-11,22:00:00
2022-12-11 23:00:00,423.91,0.06,3.51,14.66,2.09,4.83,10.29,2.47,1,2022-12-11,23:00:00
2022-12-12 00:00:00,403.88,0.05,3.38,14.48,2.03,4.26,9.47,2.31,1,2022-12-12,00:00:00
2022-12-12 01:00:00,433.92,0.14,4.76,11.98,2.53,5.47,11.77,2.75,1,2022-12-12,01:00:00
2022-12-12 02:00:00,467.3,0.29,6.17,9.03,2.92,7.07,14.66,3.01,1,2022-12-12,02:00:00
2022-12-12 03:00:00,500.68,0.52,7.2,6.62,3.31,8.54,17.7,3.51,1,2022-12-12,03:00:00
2022-12-12 04:00:00,547.41,0.91,7.97,4.34,3.87,10.2,21.08,4.18,2,2022-12-12,04:00:00
2022-12-12 05:00:00,574.11,1.34,7.97,3.04,4.23,11.21,23.02,4.5,2,2022-12-12,05:00:00
2022-12-12 06:00:00,614.17,2.21,8.05,1.83,4.65,12.73,25.41,4.94,2,2022-12-12,06:00:00
2022-12-12 07:00:00,807.76,6.48,9.0,0.85,6.26,19.2,34.41,6.59,2,2022-12-12,07:00:00
2022-12-12 08:00:00,1054.76,10.39,12.68,6.44,8.11,25.97,44.29,8.11,4,2022-12-12,08:00:00
2022-12-12 09:00:00,1081.47,5.14,17.48,37.55,9.54,27.78,48.02,10.26,4,2022-12-12,09:00:00
2022-12-12 10:00:00,607.49,0.96,6.17,60.08,6.79,12.24,23.29,7.47,2,2022-12-12,10:00:00
2022-12-12 11:00:00,527.38,0.65,4.41,63.66,5.6,9.7,18.01,6.46,1,2022-12-12,11:00:00
2022-12-12 12:00:00,480.65,0.55,3.73,59.37,4.83,7.89,14.81,5.7,1,2022-12-12,12:00:00
2022-12-12 13:00:00,433.92,0.54,3.13,49.35,3.73,6.06,11.88,4.56,1,2022-12-12,13:00:00
2022-12-12 14:00:00,417.23,0.61,2.91,42.92,3.25,5.21,10.75,4.12,1,2022-12-12,14:00:00
2022-12-12 15:00:00,413.89,0.68,2.87,38.62,3.01,4.85,10.17,3.96,1,2022-12-12,15:00:00
2022-12-12 16:00:00,423.91,0.78,3.34,33.26,3.01,4.91,10.43,3.99,1,2022-12-12,16:00:00
2022-12-12 17:00:00,447.27,0.79,4.71,25.03,3.1,5.11,10.92,4.12,1,2022-12-12,17:00:00
2022-12-12 18:00:00,467.3,0.24,6.34,16.27,3.16,5.36,11.23,4.12,1,2022-12-12,18:00:00
2022-12-12 19:00:00,487.33,0.11,6.43,14.84,3.34,6.1,12.31,4.31,1,2022-12-12,19:00:00
2022-12-12 20:00:00,494.0,0.08,6.0,15.91,3.46,6.7,13.64,4.43,1,2022-12-12,20:00:00
2022-12-12 21:00:00,487.33,0.05,5.57,17.88,3.37,6.94,14.55,4.31,1,2022-12-12,21:00:00
2022-12-12 22:00:00,480.65,0.03,5.44,19.31,3.34,7.12,14.96,4.12,1,2022-12-12,22:00:00
2022-12-12 23:00:00,467.3,0.03,5.4,18.95,3.22,6.75,14.33,3.83,1,2022-12-12,23:00:00
2022-12-13 00:00:00,440.6,0.03,4.84,17.52,3.04,5.67,12.68,3.26,1,2022-12-13,00:00:00
2022-12-13 01:00:00,453.95,0.08,5.57,14.31,3.25,6.36,14.03,3.13,1,2022-12-13,01:00:00
2022-12-13 02:00:00,494.0,0.2,7.11,10.37,3.76,8.47,17.64,3.36,1,2022-12-13,02:00:00
2022-12-13 03:00:00,547.41,0.51,9.0,6.53,4.77,11.72,22.87,3.89,2,2022-12-13,03:00:00
2022-12-13 04:00:00,600.81,1.34,10.62,2.75,6.14,16.55,30.67,4.5,2,2022-12-13,04:00:00
2022-12-13 05:00:00,634.19,2.99,10.97,0.77,7.27,21.5,37.82,4.81,3,2022-12-13,05:00:00
2022-12-13 06:00:00,680.92,5.59,10.71,0.16,8.11,26.43,44.32,5.38,4,2022-12-13,06:00:00
2022-12-13 07:00:00,907.9,11.62,10.88,0.4,10.01,35.08,56.94,7.41,4,2022-12-13,07:00:00
2022-12-13 08:00:00,1188.28,14.53,16.45,6.62,12.28,43.22,70.09,9.25,4,2022-12-13,08:00:00
2022-12-13 09:00:00,1228.33,6.09,23.31,44.35,14.9,45.53,75.51,11.53,4,2022-12-13,09:00:00
2022-12-13 10:00:00,707.63,1.15,9.0,74.39,15.14,28.08,45.29,6.71,4,2022-12-13,10:00:00
2022-12-13 11:00:00,620.84,0.64,6.94,79.39,13.23,24.85,39.14,5.64,3,2022-12-13,11:00:00
2022-12-13 12:00:00,580.79,0.39,6.85,76.53,12.52,23.3,35.26,5.07,3,2022-12-13,12:00:00
2022-12-13 13:00:00,534.06,0.28,6.43,70.1,11.32,20.56,29.16,3.83,3,2022-12-13,13:00:00
2022-12-13 14:00:00,507.35,0.32,5.91,72.24,10.85,18.52,25.19,3.48,2,2022-12-13,14:00:00
2022-12-13 15:00:00,494.0,0.32,5.74,76.53,10.61,16.53,22.43,3.42,2,2022-12-13,15:00:00
2022-12-13 16:00:00,480.65,0.29,6.0,77.96,10.01,14.17,19.9,3.48,2,2022-12-13,16:00:00
2022-12-13 17:00:00,480.65,0.18,7.11,73.67,9.3,12.39,18.08,3.42,2,2022-12-13,17:00:00
2022-12-13 18:00:00,480.65,0.02,7.8,62.23,8.46,11.68,17.33,3.17,2,2022-12-13,18:00:00
2022-12-13 19:00:00,487.33,0.0,7.45,50.07,7.57,11.52,17.86,3.36,2,2022-12-13,19:00:00
2022-12-13 20:00:00,480.65,0.0,6.68,41.13,6.68,11.31,18.38,3.42,2,2022-12-13,20:00:00
2022-12-13 21:00:00,460.62,0.0,5.83,33.62,5.48,10.34,17.45,3.26,2,2022-12-13,21:00:00
2022-12-13 22:00:00,453.95,0.01,5.48,27.18,4.59,9.23,16.13,3.32,1,2022-12-13,22:00:00
2022-12-13 23:00:00,453.95,0.01,5.65,22.71,4.41,8.66,15.63,3.39,1,2022-12-13,23:00:00
2022-12-14 00:00:00,447.27,0.02,5.65,20.03,4.59,8.12,15.08,3.1,1,2022-12-14,00:00:00
2022-12-14 01:00:00,473.98,0.07,7.2,16.09,4.77,9.89,17.96,2.94,1,2022-12-14,01:00:00
2022-12-14 02:00:00,514.03,0.21,9.42,11.0,5.19,13.31,23.03,3.04,2,2022-12-14,02:00:00
2022-12-14 03:00:00,567.44,0.58,11.65,6.44,6.02,17.93,29.63,3.48,2,2022-12-14,03:00:00
2022-12-14 04:00:00,627.52,1.48,13.19,2.62,6.91,23.36,37.23,3.96,3,2022-12-14,04:00:00
2022-12-14 05:00:00,654.22,2.6,13.02,1.06,7.39,27.59,42.86,4.18,4,2022-12-14,05:00:00
2022-12-14 06:00:00,680.92,3.44,12.51,0.72,7.51,29.36,45.57,4.62,4,2022-12-14,06:00:00
2022-12-14 07:00:00,834.47,6.43,12.51,1.04,8.34,33.03,51.86,6.27,4,2022-12-14,07:00:00
2022-12-14 08:00:00,1041.41,8.72,15.59,11.35,9.42,35.41,58.17,8.23,4,2022-12-14,08:00:00
2022-12-14 09:00:00,1054.76,3.91,16.62,54.36,10.85,33.38,58.1,10.39,4,2022-12-14,09:00:00
2022-12-14 10:00:00,660.9,0.99,6.68,80.11,12.87,21.81,37.52,6.33,3,2022-12-14,10:00:00
2022-12-14 11:00:00,620.84,0.62,4.93,97.27,11.8,20.22,33.92,6.14,3,2022-12-14,11:00:00
2022-12-14 12:00:00,607.49,0.49,4.41,108.72,10.97,19.68,32.29,6.14,2,2022-12-14,12:00:00
2022-12-14 13:00:00,600.81,0.45,4.24,111.58,10.01,19.21,31.14,6.02,2,2022-12-14,13:00:00
2022-12-14 14:00:00,587.46,0.45,4.33,111.58,9.78,18.72,29.12,5.64,2,2022-12-14,14:00:00
2022-12-14 15:00:00,554.08,0.44,4.58,113.01,10.85,18.7,27.39,4.56,2,2022-12-14,15:00:00
2022-12-14 16:00:00,527.38,0.4,5.4,117.3,12.52,18.89,27.14,3.55,2,2022-12-14,16:00:00
2022-12-14 17:00:00,534.06,0.27,7.2,110.15,13.23,18.11,26.51,2.98,2,2022-12-14,17:00:00
2022-12-14 18:00:00,527.38,0.03,8.23,87.26,11.09,15.3,23.28,2.85,2,2022-12-14,18:00:00
2022-12-14 19:00:00,527.38,0.0,7.63,54.36,7.03,11.53,18.95,3.45,2,2022-12-14,19:00:00
2022-12-14 20:00:00,507.35,0.01,6.43,29.68,4.47,9.39,16.55,3.8,1,2022-12-14,20:00:00
2022-12-14 21:00:00,487.33,0.03,5.31,20.03,3.43,8.18,15.35,3.67,1,2022-12-14,21:00:00
2022-12-14 22:00:00,473.98,0.04,5.01,18.42,3.16,7.8,15.13,3.67,1,2022-12-14,22:00:00
2022-12-14 23:00:00,487.33,0.04,5.48,18.42,3.31,7.73,15.66,3.8,1,2022-12-14,23:00:00
2022-12-15 00:00:00,480.65,0.03,5.57,18.78,3.34,7.09,15.53,3.7,1,2022-12-15,00:00:00
2022-12-15 01:00:00,507.35,0.05,6.6,16.63,3.52,7.95,18.04,3.8,1,2022-12-15,01:00:00
2022-12-15 02:00:00,540.73,0.13,8.14,12.52,3.78,9.8,21.83,3.96,2,2022-12-15,02:00:00
2022-12-15 03:00:00,580.79,0.37,9.25,8.05,4.23,11.83,25.69,4.37,2,2022-12-15,03:00:00
2022-12-15 04:00:00,600.81,0.85,9.77,4.38,4.95,14.21,29.79,4.62,2,2022-12-15,04:00:00
2022-12-15 05:00:00,594.14,1.42,10.2,2.55,6.26,17.29,33.78,4.43,2,2022-12-15,05:00:00
2022-12-15 06:00:00,614.17,2.32,11.31,1.45,8.11,22.39,40.06,4.43,3,2022-12-15,06:00:00
2022-12-15 07:00:00,761.03,5.7,12.34,0.98,10.85,29.92,50.73,5.89,4,2022-12-15,07:00:00
2022-12-15 08:00:00,947.95,8.72,14.39,8.67,12.76,34.09,58.22,7.92,4,2022-12-15,08:00:00
2022-12-15 09:00:00,947.95,4.02,15.77,43.63,13.47,31.97,57.55,10.26,4,2022-12-15,09:00:00
2022-12-15 10:00:00,607.49,1.03,6.68,70.81,11.32,21.26,41.22,6.14,3,2022-12-15,10:00:00
2022-12-15 11:00:00,560.76,0.65,4.76,87.98,10.25,20.35,40.05,5.57,3,2022-12-15,11:00:00
2022-12-15 12:00:00,534.06,0.52,4.07,101.57,10.37,20.28,37.1,5.26,3,2022-12-15,12:00:00
2022-12-15 13:00:00,487.33,0.44,3.68,103.0,10.25,19.74,33.99,4.24,2,2022-12-15,13:00:00
2022-12-15 14:00:00,447.27,0.4,3.94,100.14,10.97,18.77,30.01,3.51,2,2022-12-15,14:00:00
2022-12-15 15:00:00,410.56,0.34,4.41,95.84,11.44,16.85,26.04,2.91,2,2022-12-15,15:00:00
2022-12-15 16:00:00,393.87,0.32,5.01,91.55,11.21,14.83,23.3,2.6,2,2022-12-15,16:00:00
2022-12-15 17:00:00,403.88,0.26,6.0,77.96,9.54,12.4,20.26,2.66,2,2022-12-15,17:00:00
2022-12-15 18:00:00,413.89,0.04,6.68,47.92,6.02,9.03,16.01,2.98,1,2022-12-15,18:00:00
2022-12-15 19:00:00,417.23,0.01,6.08,25.39,3.61,7.12,13.68,3.42,1,2022-12-15,19:00:00
2022-12-15 20:00:00,417.23,0.04,5.14,19.31,2.92,6.59,13.03,3.48,1,2022-12-15,20:00:00
2022-12-15 21:00:00,407.22,0.03,4.41,19.49,2.62,6.07,12.4,3.26,1,2022-12-15,21:00:00
2022-12-15 22:00:00,410.56,0.02,4.24,20.74,2.53,5.96,12.47,3.2,1,2022-12-15,22:00:00
2022-12-15 23:00:00,417.23,0.02,4.41,21.64,2.59,5.94,12.92,3.2,1,2022-12-15,23:00:00
2022-12-16 00:00:00,407.22,0.02,4.16,21.46,2.5,5.32,12.28,2.94,1,2022-12-16,00:00:00
2022-12-16 01:00:00,423.91,0.03,4.46,18.78,2.74,5.65,13.06,3.04,1,2022-12-16,01:00:00
2022-12-16 02:00:00,447.27,0.07,5.18,15.02,2.98,6.37,14.26,3.17,1,2022-12-16,02:00:00
2022-12-16 03:00:00,473.98,0.16,6.0,11.18,3.4,7.4,16.28,3.58,1,2022-12-16,03:00:00
2022-12-16 04:00:00,514.03,0.39,7.2,7.24,4.11,9.18,20.31,4.24,2,2022-12-16,04:00:00
2022-12-16 05:00:00,560.76,0.92,8.4,3.84,5.13,11.93,26.03,4.88,2,2022-12-16,05:00:00
2022-12-16 06:00:00,614.17,2.37,9.85,1.36,6.85,16.82,34.72,5.57,2,2022-12-16,06:00:00
2022-12-16 07:00:00,807.76,7.1,11.82,0.75,9.89,26.07,49.06,7.35,4,2022-12-16,07:00:00
2022-12-16 08:00:00,1041.41,10.17,16.45,8.31,13.23,34.82,62.58,9.37,4,2022-12-16,08:00:00
2022-12-16 09:00:00,1068.12,4.64,20.22,44.35,15.74,37.98,68.24,11.78,4,2022-12-16,09:00:00
2022-12-16 10:00:00,687.6,1.23,9.6,70.1,13.23,25.31,43.19,7.09,4,2022-12-16,10:00:00
2022-12-16 11:00:00,607.49,0.73,7.11,79.39,11.92,23.59,37.67,6.08,3,2022-12-16,11:00:00
2022-12-16 12:00:00,567.44,0.5,6.25,85.12,11.44,23.09,35.04,5.57,3,2022-12-16,12:00:00
2022-12-16 13:00:00,520.71,0.37,5.57,79.39,10.13,20.1,29.69,4.5,3,2022-12-16,13:00:00
2022-12-16 14:00:00,487.33,0.29,5.57,69.38,9.06,16.41,24.11,3.86,2,2022-12-16,14:00:00
2022-12-16 15:00:00,467.3,0.18,5.83,60.8,8.23,12.72,18.92,3.58,2,2022-12-16,15:00:00
2022-12-16 16:00:00,460.62,0.2,6.0,55.79,7.45,10.0,16.05,3.64,1,2022-12-16,16:00:00
2022-12-16 17:00:00,487.33,0.24,6.94,52.93,6.56,8.69,14.99,3.86,1,2022-12-16,17:00:00
2022-12-16 18:00:00,500.68,0.04,7.97,45.42,5.54,8.07,14.46,3.86,1,2022-12-16,18:00:00
2022-12-16 19:00:00,507.35,0.0,7.63,36.12,4.77,7.87,14.47,4.05,1,2022-12-16,19:00:00
2022-12-16 20:00:00,500.68,0.01,6.68,28.61,4.23,7.64,14.53,4.12,1,2022-12-16,20:00:00
2022-12-16 21:00:00,480.65,0.01,5.74,24.32,3.73,7.12,14.09,3.86,1,2022-12-16,21:00:00
2022-12-16 22:00:00,467.3,0.02,5.36,22.53,3.4,6.54,13.2,3.74,1,2022-12-16,22:00:00
2022-12-16 23:00:00,453.95,0.02,5.23,21.99,3.19,5.79,12.2,3.58,1,2022-12-16,23:00:00
2022-12-17 00:00:00,433.92,0.01,4.67,21.99,2.89,4.65,10.85,3.2,1,2022-12-17,00:00:00
2022-12-17 01:00:00,420.57,0.02,4.71,20.38,2.47,4.59,10.81,2.53,1,2022-12-17,01:00:00
2022-12-17 02:00:00,423.91,0.04,5.48,18.06,2.29,5.27,11.54,2.28,1,2022-12-17,02:00:00
2022-12-17 03:00:00,440.6,0.07,6.43,15.74,2.62,6.34,12.95,2.53,1,2022-12-17,03:00:00
2022-12-17 04:00:00,473.98,0.15,7.88,12.34,3.28,8.26,15.91,3.1,1,2022-12-17,04:00:00
2022-12-17 05:00:00,514.03,0.4,9.34,7.87,4.17,11.22,20.62,3.61,2,2022-12-17,05:00:00
2022-12-17 06:00:00,567.44,1.41,10.88,3.04,5.42,16.08,27.74,4.18,2,2022-12-17,06:00:00
2022-12-17 07:00:00,741.0,5.81,12.17,0.86,7.45,24.75,40.32,5.64,3,2022-12-17,07:00:00
2022-12-17 08:00:00,961.3,9.83,14.91,6.35,9.54,32.99,52.89,7.09,4,2022-12-17,08:00:00
2022-12-17 09:00:00,1001.36,4.64,18.51,37.55,11.32,35.42,57.87,8.61,4,2022-12-17,09:00:00
2022-12-17 10:00:00,587.46,0.94,6.94,62.94,8.7,19.42,31.87,5.7,2,2022-12-17,10:00:00
2022-12-17 11:00:00,494.0,0.58,4.5,66.52,6.74,14.89,23.73,4.81,2,2022-12-17,11:00:00
2022-12-17 12:00:00,440.6,0.45,3.47,66.52,5.48,11.77,18.41,4.12,2,2022-12-17,12:00:00
2022-12-17 13:00:00,397.21,0.39,2.91,60.8,4.23,9.08,14.07,3.17,1,2022-12-17,13:00:00
2022-12-17 14:00:00,383.85,0.39,2.87,56.51,3.67,7.69,12.02,2.85,1,2022-12-17,14:00:00
2022-12-17 15:00:00,377.18,0.37,3.0,54.36,3.64,6.9,10.87,2.69,1,2022-12-17,15:00:00
2022-12-17 16:00:00,387.19,0.3,3.64,57.22,4.23,7.18,11.38,2.72,1,2022-12-17,16:00:00
2022-12-17 17:00:00,403.88,0.15,4.88,57.22,4.59,7.63,12.23,2.72,1,2022-12-17,17:00:00
2022-12-17 18:00:00,420.57,0.01,5.57,47.21,4.17,7.46,12.2,2.66,1,2022-12-17,18:00:00
2022-12-17 19:00:00,423.91,0.0,5.31,33.62,3.34,6.77,11.49,2.85,1,2022-12-17,19:00:00
2022-12-17 20:00:00,423.91,0.01,4.8,25.75,2.77,6.02,10.76,3.01,1,2022-12-17,20:00:00
2022-12-17 21:00:00,410.56,0.01,4.33,23.25,2.5,5.39,10.09,3.04,1,2022-12-17,21:00:00
2022-12-17 22:00:00,400.54,0.01,4.2,23.25,2.41,5.04,9.51,3.01,1,2022-12-17,22:00:00
2022-12-17 23:00:00,390.53,0.01,4.24,23.25,2.35,4.68,8.98,2.91,1,2022-12-17,23:00:00
2022-12-18 00:00:00,367.16,0.01,3.94,22.71,2.21,3.91,7.97,2.6,1,2022-12-18,00:00:00
2022-12-18 01:00:00,363.83,0.01,3.64,21.46,2.26,3.77,8.24,2.66,1,2022-12-18,01:00:00
2022-12-18 02:00:00,373.84,0.01,3.81,19.85,2.56,4.09,9.34,2.94,1,2022-12-18,02:00:00
2022-12-18 03:00:00,393.87,0.02,4.33,17.88,2.92,4.61,10.79,3.36,1,2022-12-18,03:00:00
2022-12-18 04:00:00,423.91,0.04,5.14,15.2,3.37,5.5,13.14,3.77,1,2022-12-18,04:00:00
2022-12-18 05:00:00,453.95,0.11,5.91,11.44,3.7,6.55,15.77,3.93,1,2022-12-18,05:00:00
2022-12-18 06:00:00,480.65,0.36,6.85,7.42,4.05,8.3,18.94,4.12,1,2022-12-18,06:00:00
2022-12-18 07:00:00,600.81,1.9,9.17,3.84,5.66,13.76,27.14,5.13,2,2022-12-18,07:00:00
2022-12-18 08:00:00,754.36,4.41,11.14,12.16,8.23,20.75,37.73,6.84,3,2022-12-18,08:00:00
2022-12-18 09:00:00,807.76,2.46,12.17,49.35,10.49,26.79,45.73,8.49,4,2022-12-18,09:00:00
2022-12-18 10:00:00,580.79,0.83,6.94,67.23,8.94,20.48,32.76,6.02,3,2022-12-18,10:00:00
2022-12-18 11:00:00,527.38,0.59,4.93,79.39,8.11,18.8,28.82,5.45,2,2022-12-18,11:00:00
2022-12-18 12:00:00,494.0,0.45,3.6,94.41,7.87,18.96,27.76,4.75,2,2022-12-18,12:00:00
2022-12-18 13:00:00,453.95,0.37,3.04,97.27,7.21,17.93,25.32,3.7,2,2022-12-18,13:00:00
2022-12-18 14:00:00,440.6,0.37,3.38,92.98,7.15,16.5,22.94,3.48,2,2022-12-18,14:00:00
2022-12-18 15:00:00,433.92,0.35,4.11,90.12,7.63,15.12,20.94,3.58,2,2022-12-18,15:00:00
2022-12-18 16:00:00,427.25,0.31,5.06,84.4,7.99,13.84,19.66,3.61,2,2022-12-18,16:00:00
2022-12-18 17:00:00,427.25,0.19,6.34,77.96,7.99,12.57,18.44,3.39,2,2022-12-18,17:00:00
2022-12-18 18:00:00,427.25,0.02,7.03,70.81,7.45,11.58,17.41,3.13,2,2022-12-18,18:00:00
2022-12-18 19:00:00,433.92,0.0,6.85,62.23,6.79,10.96,16.78,3.32,2,2022-12-18,19:00:00
2022-12-18 20:00:00,447.27,0.0,6.34,55.07,6.2,10.7,16.9,3.45,2,2022-12-18,20:00:00
2022-12-18 21:00:00,433.92,0.0,5.65,52.21,5.48,10.63,16.98,3.13,2,2022-12-18,21:00:00
2022-12-18 22:00:00,427.25,0.0,5.4,49.35,5.36,11.07,17.51,2.85,2,2022-12-18,22:00:00
2022-12-18 23:00:00,427.25,0.0,5.83,43.63,6.26,12.15,19.13,2.63,2,2022-12-18,23:00:00
2022-12-19 00:00:00,407.22,0.0,6.25,36.48,7.63,13.14,20.44,2.09,2,2022-12-19,00:00:00
2022-12-19 01:00:00,460.62,0.02,10.2,25.39,7.99,18.21,27.35,2.22,2,2022-12-19,01:00:00
2022-12-19 02:00:00,567.44,0.17,14.91,13.95,7.45,27.02,38.95,2.85,4,2022-12-19,02:00:00
2022-12-19 03:00:00,680.92,0.86,18.85,5.99,7.39,37.42,52.63,3.77,4,2022-12-19,03:00:00
2022-12-19 04:00:00,781.06,3.24,21.76,1.29,7.21,49.07,68.4,4.62,4,2022-12-19,04:00:00
2022-12-19 05:00:00,854.49,8.16,21.08,0.08,6.97,58.06,80.75,5.51,5,2022-12-19,05:00:00
2022-12-19 06:00:00,961.3,13.97,20.73,0.01,7.63,64.77,91.49,7.09,5,2022-12-19,06:00:00
2022-12-19 07:00:00,1401.9,25.26,23.65,0.3,10.85,80.79,115.35,10.77,5,2022-12-19,07:00:00
2022-12-19 08:00:00,2082.82,32.63,36.67,6.79,14.19,103.57,147.43,12.41,5,2022-12-19,08:00:00
2022-12-19 09:00:00,2563.48,13.52,59.63,65.8,16.69,132.42,182.36,14.57,5,2022-12-19,09:00:00
2022-12-19 10:00:00,1014.71,1.01,11.48,131.61,17.4,48.38,70.4,12.41,4,2022-12-19,10:00:00
2022-12-19 11:00:00,847.82,0.54,6.6,144.48,14.07,40.39,56.97,10.89,4,2022-12-19,11:00:00
2022-12-19 12:00:00,767.71,0.43,5.57,151.63,12.99,36.59,50.3,9.75,4,2022-12-19,12:00:00
2022-12-19 13:00:00,680.92,0.41,5.1,140.19,11.56,30.98,41.98,8.11,4,2022-12-19,13:00:00
2022-12-19 14:00:00,574.11,0.45,4.67,114.44,9.42,22.61,30.81,6.52,3,2022-12-19,14:00:00
2022-12-19 15:00:00,473.98,0.52,4.33,82.97,6.62,13.43,19.55,5.19,2,2022-12-19,15:00:00
2022-12-19 16:00:00,433.92,0.57,4.41,60.08,4.83,8.19,13.39,4.43,1,2022-12-19,16:00:00
2022-12-19 17:00:00,440.6,0.45,5.65,45.78,4.17,6.48,11.6,4.18,1,2022-12-19,17:00:00
2022-12-19 18:00:00,453.95,0.06,6.77,36.48,3.73,6.04,11.19,3.93,1,2022-12-19,18:00:00
2022-12-19 19:00:00,460.62,0.0,6.51,31.11,3.58,6.25,11.65,3.99,1,2022-12-19,19:00:00
2022-12-19 20:00:00,460.62,0.01,5.83,27.54,3.46,6.46,12.21,4.02,1,2022-12-19,20:00:00
2022-12-19 21:00:00,447.27,0.01,5.23,25.75,3.34,6.55,12.64,3.77,1,2022-12-19,21:00:00
2022-12-19 22:00:00,507.35,0.02,6.68,22.89,4.17,8.92,16.52,4.37,1,2022-12-19,22:00:00
2022-12-19 23:00:00,567.44,0.06,8.74,18.6,4.77,11.32,20.47,4.5,2,2022-12-19,23:00:00
2022-12-20 00:00:00,554.08,0.09,9.34,15.56,4.77,10.96,20.51,3.93,2,2022-12-20,00:00:00
2022-12-20 01:00:00,534.06,0.13,9.34,13.05,5.01,11.71,21.98,3.74,2,2022-12-20,01:00:00
2022-12-20 02:00:00,540.73,0.28,10.54,9.21,5.72,14.75,26.07,3.8,2,2022-12-20,02:00:00
2022-12-20 03:00:00,574.11,0.75,12.51,4.83,6.97,19.48,32.65,4.05,2,2022-12-20,03:00:00
2022-12-20 04:00:00,600.81,1.87,14.05,1.81,7.99,24.68,39.84,4.05,3,2022-12-20,04:00:00
2022-12-20 05:00:00,620.84,3.8,13.71,0.5,8.34,28.85,45.19,4.24,4,2022-12-20,05:00:00
2022-12-20 06:00:00,687.6,6.59,12.51,0.12,8.46,32.91,50.3,5.0,4,2022-12-20,06:00:00
2022-12-20 07:00:00,974.66,13.75,12.17,0.22,10.13,42.32,63.59,7.41,4,2022-12-20,07:00:00
2022-12-20 08:00:00,1295.09,18.1,17.82,4.65,12.64,50.41,77.02,9.5,5,2022-12-20,08:00:00
2022-12-20 09:00:00,1295.09,7.04,25.7,42.56,15.74,49.27,79.08,12.16,4,2022-12-20,09:00:00
2022-12-20 10:00:00,747.68,1.2,10.11,79.39,15.26,27.23,46.32,9.12,4,2022-12-20,10:00:00
2022-12-20 11:00:00,674.25,0.69,6.51,98.71,13.23,24.97,42.19,8.36,3,2022-12-20,11:00:00
2022-12-20 12:00:00,614.17,0.51,5.01,107.29,11.92,23.4,38.42,7.22,3,2022-12-20,12:00:00
2022-12-20 13:00:00,540.73,0.44,3.98,104.43,9.78,20.43,33.39,5.64,3,2022-12-20,13:00:00
2022-12-20 14:00:00,500.68,0.46,3.77,94.41,7.63,16.53,27.87,4.81,2,2022-12-20,14:00:00
2022-12-20 15:00:00,467.3,0.51,3.68,77.25,5.48,11.96,22.12,4.43,2,2022-12-20,15:00:00
2022-12-20 16:00:00,473.98,0.63,4.28,56.51,4.29,8.51,18.34,4.56,1,2022-12-20,16:00:00
2022-12-20 17:00:00,507.35,0.59,6.08,40.05,4.11,7.15,17.34,5.0,1,2022-12-20,17:00:00
2022-12-20 18:00:00,520.71,0.1,7.88,28.97,3.93,7.31,18.14,4.94,1,2022-12-20,18:00:00
2022-12-20 19:00:00,534.06,0.01,7.8,24.68,3.99,8.16,19.4,5.13,1,2022-12-20,19:00:00
2022-12-20 20:00:00,534.06,0.02,7.2,21.64,4.17,8.81,20.48,5.32,2,2022-12-20,20:00:00
2022-12-20 21:00:00,527.38,0.03,6.6,18.95,4.17,8.81,20.47,5.19,2,2022-12-20,21:00:00
2022-12-20 22:00:00,540.73,0.05,6.77,17.34,4.29,9.09,20.45,5.26,2,2022-12-20,22:00:00
2022-12-20 23:00:00,554.08,0.06,7.28,16.27,4.35,9.22,20.16,5.07,2,2022-12-20,23:00:00
2022-12-21 00:00:00,534.06,0.05,7.11,16.27,4.05,8.31,18.55,4.31,1,2022-12-21,00:00:00
2022-12-21 01:00:00,540.73,0.11,8.23,13.77,3.99,9.63,20.51,3.77,2,2022-12-21,01:00:00
2022-12-21 02:00:00,607.49,0.38,11.31,8.31,4.65,13.94,27.31,3.86,2,2022-12-21,02:00:00
2022-12-21 03:00:00,687.6,1.36,14.57,3.26,5.96,20.41,37.06,4.31,3,2022-12-21,03:00:00
2022-12-21 04:00:00,720.98,3.3,16.28,0.85,7.03,26.74,45.84,4.43,4,2022-12-21,04:00:00
2022-12-21 05:00:00,720.98,5.7,15.59,0.22,7.33,31.31,51.31,4.5,4,2022-12-21,05:00:00
2022-12-21 06:00:00,761.03,8.49,14.22,0.06,7.45,35.09,55.82,5.0,4,2022-12-21,06:00:00
2022-12-21 07:00:00,1028.06,15.87,14.05,0.25,9.3,44.67,69.24,7.22,4,2022-12-21,07:00:00
2022-12-21 08:00:00,1388.55,21.68,19.36,5.32,11.56,53.85,84.42,9.37,5,2022-12-21,08:00:00
2022-12-21 09:00:00,1482.01,10.06,30.5,47.21,13.59,57.29,92.5,12.29,5,2022-12-21,09:00:00
2022-12-21 10:00:00,847.82,1.01,12.85,80.11,15.5,31.3,53.16,9.88,4,2022-12-21,10:00:00
2022-12-21 11:00:00,834.47,0.62,11.31,85.12,15.5,29.46,50.7,10.13,4,2022-12-21,11:00:00
